episode,timestep,reward
1,2400,-417692.0211
3,4800,-494216.7045
5,7200,-365352.9228
7,9600,-225715.4732
9,12000,-186552.4766
11,14400,-172389.8447
13,16800,-377611.2503
15,19200,-68109.853
17,21600,-413024.1162
