episode,timestep,reward
21,300,7.8635
44,600,7.3614
60,900,11.1927
79,1200,9.3492
92,1500,10.8297
107,1800,10.186
119,2100,13.9576
131,2400,15.4279
140,2700,22.1364
149,3000,17.896
158,3300,18.1617
171,3600,15.3884
178,3900,28.5695
184,4200,39.2383
189,4500,15.951
195,4800,36.5553
