episode,timestep,reward
637,765600,28.6237
639,768000,27.866
641,770400,47.7704
643,772800,65.8424
645,775200,20.0148
647,777600,51.3514
649,780000,41.5386
651,782400,35.1286
653,784800,50.4341
655,787200,67.6166
657,789600,3432.2232
659,792000,66.6503
661,794400,50.878
663,796800,10317.0685
665,799200,82.9959
667,801600,33.7813
669,804000,91.3824
671,806400,69.617
673,808800,38.0129
675,811200,45.3384
677,813600,22.0037
679,816000,71.1125
681,818400,85.641
683,820800,35.8235
685,823200,27.3533
687,825600,4000.2144
689,828000,64.6167
691,830400,48.6331
693,832800,3720.8735
695,835200,124.8955
697,837600,261.0517
699,840000,53.987
701,842400,32.4434
703,844800,39.622
705,847200,29.3686
707,849600,46.7752
709,852000,40.8433
711,854400,59.8209
713,856800,27.054
715,859200,43.0141
717,861600,69.3076
719,864000,52.5319
721,866400,17.1502
723,868800,41.6011
725,871200,7611.9014
727,873600,47.4088
729,876000,48.125
731,878400,40.7986
733,880800,31.7611
735,883200,45.2207
737,885600,93.64
739,888000,114.0193
741,890400,14.9573
743,892800,51.1253
745,895200,48.6205
747,897600,12.1158
749,900000,30.561
751,902400,37.5584
753,904800,35.8483
755,907200,4293.5889
757,909600,35.633
759,912000,61.4624
761,914400,14.6565
763,916800,45.9798
765,919200,21.3634
767,921600,32.5327
769,924000,36.3546
771,926400,15.0258
773,928800,60.4986
775,931200,40.081
777,933600,37.412
779,936000,29.9282
781,938400,35.9352
783,940800,44.3177
785,943200,22.6007
787,945600,4845.9003
