episode,timestep,reward
30, 480, 4.6235
68, 960, 4.3859
95, 1440, 5.9194
120, 1920, 5.5484
137, 2400, 6.4755
158, 2880, 6.1915
175, 3360, 6.7792
188, 3840, 7.2524
201, 4320, 7.6044
213, 4800, 7.812
223, 5280, 8.406
232, 5760, 8.8545
240, 6240, 11.4537
247, 6720, 9.6962
250, 7200, 14.5602
254, 7680, 10.9706
262, 8160, 12.1982
267, 8640, 12.6939
276, 9120, 14.731
283, 9600, 11.8876
288, 10080, 13.4923
