episode,timestep,reward
133,3990,-8.943684
133,3995,-9.093528
133,4010,-6.398884
133,4010,-164.415635
134,4020,-16.779331
134,4040,-9.007626
134,4045,-6.210123
135,4055,-11.220488
135,4060,-9.525023
136,4080,-10.403633
136,4100,-9.302452
136,4105,-9.019826
137,4115,-13.75839
137,4120,-11.275562
138,4150,-8.098914
138,4155,-6.254758
138,4155,-11.967025
139,4180,-12.633599
139,4195,-7.307725
139,4195,-7.034829
140,4210,-24.185508
140,4210,-10.659897
140,4220,-7.260368
141,4235,-7.242704
142,4280,-12.349597
142,4285,-12.6992
143,4295,-11.262671
143,4300,-15.892941
143,4305,-19.449473
144,4320,-6.122312
144,4320,-7.220326
145,4350,-10.484584
145,4365,-11.688377
145,4365,-7.914709
146,4380,-11.618653
146,4395,-15.800946
147,4420,-12.52575
147,4420,-7.119999
147,4425,-10.132051
147,4435,-12.291824
148,4445,-8.479208
148,4460,-7.152871
149,4475,-9.057879
149,4480,-8.042357
150,4520,-19.170191
150,4525,-11.91578
151,4535,-17.447677
151,4555,-14.677366
152,4570,-8.548704
152,4580,-9.748733
153,4595,-7.193298
153,4610,-13.590126
153,4610,-7.145105
154,4640,-7.915889
154,4645,-12.187562
154,4645,-6.045795
155,4650,-7.595253
155,4665,-38.529707
156,4680,-7.240418
156,4695,-9.155973
156,4695,-8.088815
157,4725,-15.70641
158,4750,-10.421977
158,4765,-7.465596
159,4770,-23.565913
159,4770,-13.014342
160,4800,-8.390768
160,4810,-7.053939
160,4815,-7.755526
160,4820,-23.245569
161,4855,-8.011722
162,4870,-12.751773
162,4870,-17.175759
163,4890,-13.201473
163,4895,-12.496539
164,4925,-10.159998
164,4925,-5.383089
164,4930,-11.473817
164,4930,-14.566265
164,4945,-9.955724
165,4960,-6.15344
165,4965,-6.185086
166,4985,-11.125335
166,4995,-8.946997
166,5005,-14.895188
166,5005,-8.086628
167,5010,-7.985907
167,5035,-5.470801
168,5050,-11.758232
168,5055,-10.386555
168,5065,-10.972251
169,5095,-8.158808
170,5100,-11.539086
170,5105,-7.167403
170,5110,-10.577853
171,5135,-7.164032
171,5135,-20.89076
171,5140,-7.362382
171,5145,-7.26174
171,5155,-8.04497
172,5175,-7.188143
172,5180,-6.352133
173,5210,-9.73304
174,5230,-17.117563
174,5240,-10.534475
174,5245,-20.302634
175,5265,-6.286376
175,5275,-12.689518
176,5285,-7.969672
176,5295,-8.711714
177,5315,-9.062747
177,5315,-25.938357
177,5335,-10.709203
178,5340,-4.497129
178,5360,-7.824547
179,5370,-15.40018
179,5375,-12.888146
179,5380,-7.949152
179,5385,-4.421414
180,5405,-11.88729
180,5410,-7.014927
181,5435,-5.348494
181,5435,-10.946774
181,5450,-7.501589
181,5450,-11.578393
182,5475,-20.829322
182,5480,-8.421398
183,5490,-7.211038
183,5495,-8.143071
183,5515,-14.965511
184,5525,-9.331608
184,5545,-10.458474
184,5545,-5.293745
184,5545,-12.739724
185,5550,-9.552963
186,5580,-10.153116
186,5595,-8.753586
186,5595,-7.806714
186,5600,-9.736141
187,5615,-6.187904
187,5630,-15.63817
187,5635,-6.394817
188,5650,-10.374982
188,5655,-7.215341
188,5655,-10.740561
189,5695,-7.05485
190,5705,-14.539204
190,5715,-15.161206
191,5735,-6.913193
191,5755,-6.989777
192,5765,-10.521505
192,5775,-27.1108
192,5785,-8.826343
193,5800,-56.747256
193,5805,-7.167459
193,5810,-9.526623
194,5820,-6.389743
194,5825,-9.298637
195,5850,-6.847145
195,5855,-9.099807
195,5870,-7.985181
195,5870,-8.76303
196,5905,-6.080244
196,5905,-22.246412
197,5910,-7.513043
197,5930,-14.929367
198,5955,-8.707656
199,5970,-10.76896
199,5995,-19.288617
200,6000,-14.643729
200,6015,-10.491664
201,6045,-12.543496
201,6045,-74.916547
201,6045,-8.593103
202,6065,-11.400744
202,6080,-6.363727
202,6080,-6.320799
203,6090,-7.871951
203,6105,-19.276364
203,6115,-6.214668
204,6135,-13.490984
204,6140,-8.768336
205,6150,-12.728973
205,6155,-8.768401
206,6195,-9.656618
206,6200,-7.79204
206,6200,-16.001083
207,6215,-14.358128
207,6230,-14.0142
207,6235,-6.360507
208,6240,-7.179923
208,6245,-9.092012
208,6255,-7.397906
209,6295,-7.271756
210,6305,-12.347425
210,6310,-11.476342
210,6320,-15.62204
211,6330,-17.950717
212,6360,-11.405139
212,6370,-6.945322
212,6375,-12.666378
213,6400,-14.043583
213,6405,-17.502793
213,6410,-7.17062
213,6410,-8.786868
214,6425,-8.371112
215,6450,-9.30065
215,6455,-7.983387
215,6460,-9.492894
215,6460,-8.833874
215,6475,-9.227862
216,6490,-5.278973
216,6495,-7.162705
216,6495,-8.298593
217,6515,-10.099781
217,6530,-10.44042
217,6535,-8.405011
218,6540,-7.889784
219,6580,-7.483269
219,6580,-11.095808
219,6580,-8.192689
219,6585,-9.353247
219,6595,-21.380022
220,6625,-7.907557
221,6630,-9.280598
221,6635,-9.951749
221,6645,-10.835179
221,6655,-10.810789
222,6670,-8.185561
222,6675,-7.250167
222,6685,-9.640805
222,6685,-5.235525
223,6700,-5.410831
223,6700,-9.641886
223,6710,-6.30364
224,6725,-7.363413
224,6740,-10.181134
224,6740,-7.247754
225,6750,-7.318943
225,6760,-6.274216
225,6765,-12.106689
226,6790,-8.699871
227,6810,-8.866034
227,6810,-8.135175
227,6830,-17.75428
227,6835,-7.767919
228,6850,-7.126831
229,6875,-6.893126
229,6880,-8.880431
229,6880,-5.378631
229,6885,-14.236079
230,6910,-6.248427
230,6910,-35.148538
230,6915,-6.313104
230,6920,-6.836362
231,6950,-7.064392
232,6960,-13.473997
232,6965,-9.406716
232,6970,-9.798996
233,6990,-12.880997
233,7000,-6.158292
233,7010,-8.784322
233,7010,-10.609085
234,7025,-9.096325
234,7030,-5.412448
235,7060,-12.816366
235,7070,-10.829562
236,7090,-12.264934
236,7105,-6.217112
236,7105,-7.922047
237,7115,-26.712095
237,7115,-15.494182
237,7125,-6.296175
238,7150,-8.236313
238,7155,-7.167484
